Word	start_frame	end_frame	chunk	interval_id
military	155.0	159.0	15	6057
parade	159.0	167.0	15	6057
for	167.0	170.0	15	6057
his	170.0	171.0	15	6057
inauguration	171.0	179.0	15	6057
in	179.0	185.0	15	6057
the	185.0	185.0	15	6057
Pentagon	185.0	189.0	15	6057
didn't	189.0	200.0	15	6057
seem	200.0	203.0	15	6057
to	203.0	206.0	15	6057
cite	206.0	212.0	15	6057
a	212.0	218.0	15	6057
pentagon	218.0	225.0	15	6057
official	225.0	227.0	15	6057
wrote	227.0	234.0	15	6057
in	234.0	234.0	15	6057
an	234.0	236.0	15	6057
internal	236.0	246.0	15	6057
is	0.0	13.0	18	6439
not	13.0	19.0	18	6439
what's	19.0	24.0	18	6439
happening	24.0	30.0	18	6439
Trump	30.0	46.0	18	6439
is	46.0	49.0	18	6439
like	49.0	52.0	18	6439
a	52.0	54.0	18	6439
Jedi	54.0	100.0	18	6439
these	100.0	108.0	18	6439
are	108.0	111.0	18	6439
not	111.0	111.0	18	6439
the	111.0	122.0	18	6439
president	0.0	3.0	23	4637
order	3.0	9.0	23	4637
a	9.0	9.0	23	4637
military	9.0	16.0	23	4637
parades	16.0	22.0	23	4637
calling	22.0	27.0	23	4637
his	27.0	28.0	23	4637
political	28.0	34.0	23	4637
opponents	34.0	34.0	23	4637
trees	34.0	43.0	23	4637
and	43.0	45.0	23	4637
it's	45.0	46.0	23	4637
for	46.0	49.0	23	4637
not	49.0	49.0	23	4637
applauding	49.0	54.0	23	4637
him	54.0	60.0	23	4637
and	60.0	61.0	23	4637
spreading	61.0	66.0	23	4637
conspiracy	66.0	75.0	23	4637
theories	75.0	79.0	23	4637
to	79.0	81.0	23	4637
undermine	81.0	85.0	23	4637
a	85.0	87.0	23	4637
federal	87.0	91.0	23	4637
investigation	91.0	99.0	23	4637
and	99.0	103.0	23	4637
then	103.0	106.0	23	4637
there's	106.0	109.0	23	4637
the	109.0	111.0	23	4637
fact	111.0	112.0	23	4637
that	112.0	117.0	23	4637
Trump	117.0	120.0	23	4637
has	120.0	121.0	23	4637
been	121.0	124.0	23	4637
openly	124.0	129.0	23	4637
lie	129.0	133.0	23	4637
about	133.0	144.0	23	4637
immigration	144.0	151.0	23	4637
policy	151.0	159.0	23	4637
in	159.0	160.0	23	4637
just	160.0	163.0	23	4637
two	163.0	165.0	23	4637
days	165.0	166.0	23	4637
ago	166.0	171.0	23	4637
called	171.0	183.0	23	4637
for	183.0	184.0	23	4637
a	184.0	186.0	23	4637
shutdown	186.0	190.0	23	4637
of	190.0	192.0	23	4637
his	192.0	195.0	23	4637
own	195.0	199.0	23	4637
government	199.0	208.0	23	4637
if	208.0	210.0	23	4637
Democrats	210.0	214.0	23	4637
refuse	214.0	220.0	23	4637
to	220.0	225.0	23	4637
bend	225.0	228.0	23	4637
to	228.0	229.0	23	4637
his	229.0	229.0	23	4637
will	229.0	231.0	23	4637
he	231.0	241.0	23	4637
was	241.0	243.0	23	4637
so	243.0	244.0	23	4637
adamant	244.0	253.0	23	4637
about	253.0	253.0	23	4637
it	253.0	256.0	23	4637
he	256.0	258.0	23	4637
kept	258.0	262.0	23	4637
repeating	262.0	264.0	23	4637
the	264.0	270.0	23	4637
word	270.0	274.0	23	4637
become	0.0	1.0	24	96844
millionaires	1.0	11.0	24	96844
off	11.0	14.0	24	96844
your	14.0	17.0	24	96844
kid	17.0	22.0	24	96844
hitting	22.0	25.0	24	96844
a	25.0	26.0	24	96844
homerun	26.0	31.0	24	96844
unless	31.0	49.0	24	96844
there	49.0	52.0	24	96844
gambling	52.0	58.0	24	96844
on	58.0	61.0	24	96844
Little	61.0	67.0	24	96844
League	67.0	68.0	24	96844
baseball	68.0	79.0	24	96844
game	79.0	80.0	24	96844
to	80.0	100.0	24	96844
me	100.0	103.0	24	96844
I	103.0	104.0	24	96844
need	104.0	107.0	24	96844
you	107.0	110.0	24	96844
to	110.0	112.0	24	96844
hit	112.0	115.0	24	96844
a	115.0	115.0	24	96844
homerun	115.0	119.0	24	96844
today	119.0	122.0	24	96844
because	122.0	130.0	24	96844
of	130.0	131.0	24	96844
your	131.0	133.0	24	96844
adult	133.0	139.0	24	96844
the	139.0	140.0	24	96844
bad	140.0	143.0	24	96844
men	143.0	146.0	24	96844
are	146.0	148.0	24	96844
going	148.0	149.0	24	96844
to	149.0	151.0	24	96844
break	151.0	155.0	24	96844
that	155.0	157.0	24	96844
his	157.0	161.0	24	96844
fingers	161.0	163.0	24	96844
all	163.0	170.0	24	96844
you	170.0	173.0	24	96844
don't	173.0	175.0	24	96844
want	175.0	178.0	24	96844
that	178.0	181.0	24	96844
his	181.0	182.0	24	96844
fingers	182.0	184.0	24	96844
broken	184.0	202.0	24	96844
mr.	0.0	131.0	25	7339
Giuliani	131.0	138.0	25	7339
are	138.0	140.0	25	7339
you	140.0	140.0	25	7339
ready	140.0	143.0	25	7339
for	143.0	144.0	25	7339
a	144.0	146.0	25	7339
press	146.0	149.0	25	7339
conference	149.0	152.0	25	7339
yet	152.0	159.0	25	7339
You	0.0	0.0	26	6880
guys	0.0	5.0	26	6880
eat	5.0	6.0	26	6880
other	6.0	18.0	26	6880
has	0.0	1.0	27	7046
thousands	1.0	10.0	27	7046
of	10.0	12.0	27	7046
my	12.0	15.0	27	7046
grandchildren	15.0	21.0	27	7046
jails	21.0	33.0	27	7046
and	33.0	34.0	27	7046
separated	34.0	43.0	27	7046
from	43.0	45.0	27	7046
their	45.0	48.0	27	7046
parents	48.0	49.0	27	7046
and	49.0	63.0	27	7046
his	63.0	64.0	27	7046
personal	64.0	72.0	27	7046
fixer	72.0	78.0	27	7046
Michael	78.0	82.0	27	7046
Cohen	82.0	90.0	27	7046
might	90.0	97.0	27	7046
be	97.0	100.0	27	7046
cooperating	100.0	105.0	27	7046
with	105.0	112.0	27	7046
Federal	112.0	117.0	27	7046
investigators	117.0	127.0	27	7046
so	127.0	129.0	27	7046
naturally	129.0	136.0	27	7046
Trump	136.0	141.0	27	7046
has	141.0	142.0	27	7046
decided	142.0	150.0	27	7046
the	150.0	151.0	27	7046
appropriate	151.0	160.0	27	7046
response	160.0	162.0	27	7046
is	162.0	175.0	27	7046
to	175.0	178.0	27	7046
threaten	178.0	184.0	27	7046
the	184.0	187.0	27	7046
war	187.0	195.0	27	7046
turn	0.0	3.0	30	5351
out	3.0	6.0	30	5351
for	6.0	7.0	30	5351
two	7.0	12.0	30	5351
weeks	12.0	12.0	30	5351
since	12.0	19.0	30	5351
the	19.0	21.0	30	5351
news	21.0	25.0	30	5351
about	25.0	27.0	30	5351
more	27.0	31.0	30	5351
firstpro	31.0	39.0	30	5351
we've	39.0	45.0	30	5351
been	45.0	48.0	30	5351
waiting	48.0	52.0	30	5351
to	52.0	54.0	30	5351
find	54.0	54.0	30	5351
out	54.0	60.0	30	5351
if	60.0	61.0	30	5351
Trump	61.0	66.0	30	5351
could	66.0	67.0	30	5351
someone	67.0	72.0	30	5351
at	72.0	75.0	30	5351
least	75.0	76.0	30	5351
a	76.0	79.0	30	5351
shred	79.0	82.0	30	5351
of	82.0	85.0	30	5351
decency	85.0	88.0	30	5351
and	88.0	96.0	30	5351
disavowal	96.0	103.0	30	5351
man	103.0	108.0	30	5351
accused	108.0	114.0	30	5351
of	114.0	115.0	30	5351
preying	115.0	120.0	30	5351
on	120.0	121.0	30	5351
teenage	121.0	127.0	30	5351
girls	127.0	132.0	30	5351
and	132.0	133.0	30	5351
today	133.0	138.0	30	5351
we	138.0	144.0	30	5351
found	144.0	147.0	30	5351
out	147.0	153.0	30	5351
that	153.0	154.0	30	5351
the	154.0	156.0	30	5351
old	156.0	159.0	30	5351
saying	159.0	163.0	30	5351
is	163.0	165.0	30	5351
true	165.0	166.0	30	5351
sexual	166.0	180.0	30	5351
predators	180.0	187.0	30	5351
of	187.0	190.0	30	5351
a	190.0	192.0	30	5351
I	0.0	80.0	32	4883
don't	80.0	86.0	32	4883
even	86.0	87.0	32	4883
know	87.0	90.0	32	4883
my	90.0	93.0	32	4883
polling	93.0	101.0	32	4883
place	101.0	104.0	32	4883
it's	104.0	110.0	32	4883
so	110.0	111.0	32	4883
hard	111.0	114.0	32	4883
to	114.0	114.0	32	4883
leave	114.0	117.0	32	4883
work	117.0	122.0	32	4883
on	122.0	123.0	32	4883
Tuesday	123.0	156.0	32	4883
and	156.0	162.0	32	4883
it's	162.0	164.0	32	4883
so	164.0	167.0	32	4883
weird	167.0	171.0	32	4883
that	171.0	173.0	32	4883
the	173.0	174.0	32	4883
guy	174.0	174.0	32	4883
who	174.0	179.0	32	4883
is	179.0	180.0	32	4883
obsessed	180.0	182.0	32	4883
with	182.0	189.0	32	4883
popularity	189.0	195.0	32	4883
As	195.0	206.0	32	4883
Trump	206.0	210.0	32	4883
is	210.0	210.0	32	4883
willing	210.0	219.0	32	4883
to	219.0	221.0	32	4883
say	221.0	222.0	32	4883
no	222.0	228.0	32	4883
one	228.0	231.0	32	4883
would	231.0	234.0	32	4883
commit	234.0	240.0	32	4883
voter	240.0	242.0	32	4883
fraud	242.0	248.0	32	4883
for	248.0	251.0	32	4883
him	251.0	254.0	32	4883
I	254.0	258.0	32	4883
went	258.0	261.0	32	4883
over	261.0	269.0	32	4883
5	269.0	273.0	32	4883
million	273.0	278.0	32	4883
dead	278.0	282.0	32	4883
people	282.0	288.0	32	4883
and	288.0	291.0	32	4883
illegals	291.0	335.0	32	4883
what	335.0	347.0	32	4883
is	347.0	348.0	32	4883
important	348.0	359.0	32	4883
question	359.0	365.0	32	4883
people	365.0	386.0	32	4883
around	386.0	390.0	32	4883
chopping	390.0	393.0	32	4883
been	393.0	396.0	32	4883
asking	396.0	402.0	32	4883
lately	402.0	407.0	32	4883
where	407.0	411.0	32	4883
is	411.0	419.0	32	4883
he	419.0	420.0	32	4883
getting	420.0	422.0	32	4883
his	422.0	425.0	32	4883
information	425.0	428.0	32	4883
will	428.0	434.0	32	4883
according	434.0	440.0	32	4883
to	440.0	441.0	32	4883
a	441.0	443.0	32	4883
truly	443.0	447.0	32	4883
insane	447.0	450.0	32	4883
article	450.0	458.0	32	4883
published	458.0	459.0	32	4883
by	459.0	462.0	32	4883
The	462.0	464.0	32	4883
Times	464.0	468.0	32	4883
yesterday	468.0	471.0	32	4883
Trump's	471.0	483.0	32	4883
voter	483.0	488.0	32	4883
fraud	488.0	491.0	32	4883
claim	491.0	497.0	32	4883
came	497.0	500.0	32	4883
from	500.0	503.0	32	4883
a	503.0	503.0	32	4883
random	503.0	507.0	32	4883
and	507.0	512.0	32	4883
told	512.0	521.0	32	4883
to	521.0	522.0	32	4883
him	522.0	524.0	32	4883
by	524.0	525.0	32	4883
a	525.0	527.0	32	4883
German	527.0	534.0	32	4883
golfer	534.0	542.0	32	4883
named	542.0	549.0	32	4883
Bernhard	549.0	555.0	32	4883
Langer	555.0	560.0	32	4883
in	560.0	563.0	32	4883
a	563.0	564.0	32	4883
meeting	564.0	569.0	32	4883
with	569.0	569.0	32	4883
Congressional	569.0	578.0	32	4883
I	0.0	21.0	33	5935
got	21.0	24.0	33	5935
Ireland	24.0	38.0	33	5935
is	38.0	41.0	33	5935
not	41.0	44.0	33	5935
part	44.0	50.0	33	5935
of	50.0	50.0	33	5935
the	50.0	51.0	33	5935
UK	51.0	57.0	33	5935
pastry	57.0	81.0	33	5935
Miss	81.0	86.0	33	5935
Lee	86.0	87.0	33	5935
fought	87.0	95.0	33	5935
like	95.0	98.0	33	5935
a	98.0	99.0	33	5935
ton	99.0	105.0	33	5935
of	105.0	105.0	33	5935
Wars	105.0	111.0	33	5935
over	111.0	116.0	33	5935
it.	116.0	137.0	33	5935
Don't	137.0	143.0	33	5935
believe	143.0	146.0	33	5935
me	146.0	150.0	33	5935
Donald	150.0	155.0	33	5935
I	155.0	156.0	33	5935
dare	156.0	161.0	33	5935
you	161.0	164.0	33	5935
to	164.0	165.0	33	5935
go	165.0	167.0	33	5935
into	167.0	170.0	33	5935
any	170.0	174.0	33	5935
pub	174.0	180.0	33	5935
in	180.0	182.0	33	5935
Ireland	182.0	185.0	33	5935
and	185.0	192.0	33	5935
tell	192.0	197.0	33	5935
them	197.0	200.0	33	5935
that	200.0	200.0	33	5935
they	200.0	203.0	33	5935
are	203.0	204.0	33	5935
part	204.0	212.0	33	5935
of	212.0	212.0	33	5935
the	212.0	215.0	33	5935
UK	215.0	218.0	33	5935
then	218.0	236.0	33	5935
then	236.0	239.0	33	5935
you	239.0	249.0	33	5935
can	249.0	254.0	33	5935
use	254.0	258.0	33	5935
their	258.0	263.0	33	5935
free	263.0	266.0	33	5935
healthcare	266.0	273.0	33	5935
to	273.0	279.0	33	5935
get	279.0	282.0	33	5935
the	282.0	284.0	33	5935
Pint	284.0	288.0	33	5935
glass	288.0	294.0	33	5935
removed	294.0	300.0	33	5935
from	300.0	303.0	33	5935
your	303.0	305.0	33	5935
rectum	305.0	329.0	33	5935
where'd	329.0	336.0	33	5935
you	336.0	338.0	33	5935
go	338.0	419.0	33	5935
all	419.0	423.0	33	5935
of	423.0	426.0	33	5935
that	426.0	426.0	33	5935
was	426.0	431.0	33	5935
bad	431.0	440.0	33	5935
it	440.0	441.0	33	5935
was	441.0	444.0	33	5935
nothing	444.0	450.0	33	5935
compared	450.0	456.0	33	5935
to	456.0	458.0	33	5935
Trump's	458.0	464.0	33	5935
performance	464.0	465.0	33	5935
today	465.0	474.0	33	5935
with	474.0	479.0	33	5935
Putin	479.0	482.0	33	5935
before	482.0	488.0	33	5935
and	488.0	500.0	33	5935
during	500.0	501.0	33	5935
the	501.0	506.0	33	5935
summit	506.0	510.0	33	5935
Trump	510.0	515.0	33	5935
was	515.0	518.0	33	5935
obviously	518.0	527.0	33	5935
very	527.0	528.0	33	5935
eager	528.0	539.0	33	5935
to	539.0	539.0	33	5935
impress	539.0	542.0	33	5935
food	542.0	551.0	33	5935
at	551.0	557.0	33	5935
a	557.0	558.0	33	5935
press	558.0	561.0	33	5935
conference	561.0	561.0	33	5935
in	561.0	567.0	33	5935
Brussels	567.0	575.0	33	5935
last	575.0	578.0	33	5935
ice	0.0	8.0	34	98074
cold	8.0	15.0	34	98074
one	15.0	18.0	34	98074
even	18.0	23.0	34	98074
the	23.0	24.0	34	98074
German	24.0	33.0	34	98074
Chancellor	33.0	39.0	34	98074
wants	39.0	44.0	34	98074
to	44.0	48.0	34	98074
warm	48.0	53.0	34	98074
things	53.0	56.0	34	98074
up	56.0	93.0	34	98074
where	93.0	99.0	34	98074
is	99.0	102.0	34	98074
slump	102.0	111.0	34	98074
next	111.0	116.0	34	98074
to	116.0	117.0	34	98074
her	117.0	119.0	34	98074
like	119.0	123.0	34	98074
a	123.0	123.0	34	98074
bean	123.0	129.0	34	98074
bag	129.0	132.0	34	98074
like	132.0	153.0	34	98074
a	153.0	153.0	34	98074
high	153.0	156.0	34	98074
school	156.0	161.0	34	98074
burnout	161.0	167.0	34	98074
of	167.0	170.0	34	98074
us	170.0	171.0	34	98074
to	171.0	173.0	34	98074
meet	173.0	176.0	34	98074
with	176.0	177.0	34	98074
the	177.0	179.0	34	98074
principal	179.0	183.0	34	98074
look	183.0	191.0	34	98074
at	191.0	192.0	34	98074
me	192.0	192.0	34	98074
Donald	192.0	200.0	34	98074
Donald	200.0	260.0	34	98074
I	260.0	264.0	34	98074
hate	264.0	270.0	34	98074
Stuart	270.0	329.0	34	98074
the	329.0	335.0	34	98074
truck	335.0	341.0	34	98074
looks	341.0	360.0	34	98074
grumpy	360.0	366.0	34	98074
on	366.0	371.0	34	98074
Friday	371.0	377.0	34	98074
you	377.0	380.0	34	98074
can	380.0	380.0	34	98074
only	380.0	384.0	34	98074
imagine	384.0	386.0	34	98074
how	386.0	392.0	34	98074
he	392.0	395.0	34	98074
felt	395.0	399.0	34	98074
today	399.0	401.0	34	98074
when	401.0	405.0	34	98074
FBI	405.0	416.0	34	98074
director	416.0	422.0	34	98074
James	422.0	425.0	34	98074
Comey	425.0	426.0	34	98074
testify	426.0	437.0	34	98074
before	437.0	440.0	34	98074
Congress	440.0	446.0	34	98074
and	446.0	450.0	34	98074
confirm	450.0	456.0	34	98074
publicly	456.0	465.0	34	98074
for	465.0	467.0	34	98074
the	467.0	468.0	34	98074
first	468.0	473.0	34	98074
time	473.0	476.0	34	98074
the	476.0	477.0	34	98074
existence	477.0	485.0	34	98074
of	485.0	485.0	34	98074
an	485.0	486.0	34	98074
investigation	486.0	495.0	34	98074
into	495.0	504.0	34	98074
the	504.0	507.0	34	98074
Trump	507.0	512.0	34	98074
team	512.0	520.0	34	98074
application	0.0	4.0	37	6391
was	4.0	5.0	37	6391
probably	5.0	10.0	37	6391
just	10.0	11.0	37	6391
a	11.0	14.0	37	6391
wad	14.0	19.0	37	6391
of	19.0	20.0	37	6391
cash	20.0	23.0	37	6391
stuffed	23.0	31.0	37	6391
in	31.0	34.0	37	6391
the	34.0	34.0	37	6391
dean's	34.0	38.0	37	6391
golf	38.0	43.0	37	6391
bag	43.0	62.0	37	6391
let's	62.0	71.0	37	6391
be	71.0	73.0	37	6391
clear	73.0	92.0	37	6391
it	92.0	98.0	37	6391
wasn't	98.0	104.0	37	6391
just	104.0	106.0	37	6391
from	106.0	112.0	37	6391
the	112.0	121.0	37	6391
Republican	121.0	127.0	37	6391
Party	127.0	131.0	37	6391
saw	131.0	134.0	37	6391
that	134.0	139.0	37	6391
a	139.0	139.0	37	6391
large	139.0	145.0	37	6391
percentage	145.0	151.0	37	6391
of	151.0	152.0	37	6391
their	152.0	154.0	37	6391
base	154.0	158.0	37	6391
had	158.0	164.0	37	6391
bought	164.0	169.0	37	6391
into	169.0	173.0	37	6391
this	173.0	175.0	37	6391
racist	175.0	181.0	37	6391
conspiracy	181.0	185.0	37	6391
theory	185.0	196.0	37	6391
and	196.0	199.0	37	6391
it	199.0	200.0	37	6391
was	200.0	202.0	37	6391
propelling	202.0	209.0	37	6391
Trump	209.0	214.0	37	6391
political	214.0	221.0	37	6391
startup	221.0	229.0	37	6391
at	0.0	45.0	39	5750
a	45.0	45.0	39	5750
restaurant	45.0	47.0	39	5750
where	47.0	74.0	39	5750
is	74.0	78.0	39	5750
the	78.0	81.0	39	5750
server	81.0	89.0	39	5750
I	89.0	92.0	39	5750
want	92.0	98.0	39	5750
more	98.0	99.0	39	5750
bread	99.0	105.0	39	5750
and	105.0	111.0	39	5750
I	111.0	114.0	39	5750
don't	114.0	119.0	39	5750
have	119.0	120.0	39	5750
any	120.0	123.0	39	5750
ketchup	123.0	129.0	39	5750
for	129.0	132.0	39	5750
my	132.0	135.0	39	5750
crumpet	135.0	182.0	39	5750
of	182.0	186.0	39	5750
course	186.0	191.0	39	5750
Trump's	191.0	194.0	39	5750
Behavior	194.0	197.0	39	5750
Adidas	197.0	207.0	39	5750
aren't	207.0	212.0	39	5750
suspicious	212.0	215.0	39	5750
on	215.0	221.0	39	5750
its	221.0	224.0	39	5750
own	224.0	227.0	39	5750
but	227.0	228.0	39	5750
we	228.0	230.0	39	5750
also	230.0	234.0	39	5750
know	234.0	237.0	39	5750
thanks	237.0	242.0	39	5750
to	242.0	243.0	39	5750
Mueller's	243.0	248.0	39	5750
indictment	248.0	257.0	39	5750
of	257.0	261.0	39	5750
12	261.0	263.0	39	5750
Russian	263.0	270.0	39	5750
Intelligence	270.0	275.0	39	5750
operatives	275.0	285.0	39	5750
on	285.0	287.0	39	5750
Friday	287.0	293.0	39	5750
the	293.0	294.0	39	5750
Russian	294.0	299.0	39	5750
hackers	299.0	306.0	39	5750
were	306.0	308.0	39	5750
not	308.0	309.0	39	5750
only	309.0	311.0	39	5750
helping	311.0	317.0	39	5750
Trump	317.0	321.0	39	5750
during	321.0	323.0	39	5750
the	323.0	326.0	39	5750
election	326.0	327.0	39	5750
but	327.0	333.0	39	5750
responding	333.0	342.0	39	5750
directly	342.0	348.0	39	5750
to	348.0	351.0	39	5750
him	351.0	354.0	39	5750
when	354.0	362.0	39	5750
you	362.0	363.0	39	5750
see	363.0	366.0	39	5750
that	366.0	368.0	39	5750
Infamous	368.0	374.0	39	5750
play	374.0	378.0	39	5750
in	378.0	380.0	39	5750
the	380.0	381.0	39	5750
summer	381.0	386.0	39	5750
2016	386.0	395.0	39	5750
to	395.0	401.0	39	5750
hack	401.0	405.0	39	5750
Hillary	405.0	410.0	39	5750
Clinton's	410.0	419.0	39	5750
everything	0.0	108.0	40	6337
everything	108.0	134.0	40	6337
has	134.0	135.0	40	6337
been	135.0	137.0	40	6337
going	137.0	141.0	40	6337
on	141.0	144.0	40	6337
for	144.0	161.0	40	6337
us	161.0	162.0	40	6337
after	162.0	165.0	40	6337
that	165.0	170.0	40	6337
comment	170.0	176.0	40	6337
