Word	start_frame	end_frame	chunk	interval_id
do	258.0	260.0	0	cmu0000004261
it	260.0	263.0	0	cmu0000004261
like	263.0	267.0	0	cmu0000004261
that	267.0	326.0	0	cmu0000004261
can	326.0	332.0	0	cmu0000004261
I	332.0	332.0	0	cmu0000004261
get	332.0	335.0	0	cmu0000004261
it	335.0	336.0	0	cmu0000004261
to	336.0	338.0	0	cmu0000004261
the	338.0	339.0	0	cmu0000004261
city	339.0	344.0	0	cmu0000004261
of	344.0	345.0	0	cmu0000004261
says	345.0	348.0	0	cmu0000004261
Avengers	348.0	354.0	0	cmu0000004261
endgame	354.0	360.0	0	cmu0000004261
is	360.0	363.0	0	cmu0000004261
the	363.0	365.0	0	cmu0000004261
last	365.0	369.0	0	cmu0000004261
in	369.0	371.0	0	cmu0000004261
the	371.0	372.0	0	cmu0000004261
series	372.0	392.0	0	cmu0000004261
until	392.0	402.0	0	cmu0000004261
until	402.0	411.0	0	cmu0000004261
it	411.0	413.0	0	cmu0000004261
makes	413.0	414.0	0	cmu0000004261
a	414.0	416.0	0	cmu0000004261
billion	416.0	419.0	0	cmu0000004261
dollars	419.0	425.0	0	cmu0000004261
they	425.0	426.0	0	cmu0000004261
immediately	426.0	429.0	0	cmu0000004261
released	429.0	435.0	0	cmu0000004261
Avengers	435.0	446.0	0	cmu0000004261
endgame	446.0	452.0	0	cmu0000004261
a	452.0	455.0	0	cmu0000004261
new	455.0	458.0	0	cmu0000004261
beginning	458.0	464.0	0	cmu0000004261
and	464.0	468.0	0	cmu0000004261
I'll	468.0	470.0	0	cmu0000004261
see	470.0	486.0	0	cmu0000004261
that	486.0	503.0	0	cmu0000004261
this	503.0	512.0	0	cmu0000004261
morning	512.0	518.0	0	cmu0000004261
this	518.0	522.0	0	cmu0000004261
is	522.0	525.0	0	cmu0000004261
a	525.0	533.0	0	cmu0000004261
local	533.0	540.0	0	cmu0000004261
news	540.0	545.0	0	cmu0000004261
station	545.0	545.0	0	cmu0000004261
here	545.0	552.0	0	cmu0000004261
in	552.0	554.0	0	cmu0000004261
New	554.0	555.0	0	cmu0000004261
York	555.0	557.0	0	cmu0000004261
was	557.0	566.0	0	cmu0000004261
talking	566.0	570.0	0	cmu0000004261
about	570.0	572.0	0	cmu0000004261
Adventures	572.0	579.0	0	cmu0000004261
tickets	579.0	585.0	0	cmu0000004261
in	585.0	587.0	0	cmu0000004261
that	587.0	590.0	0	cmu0000004261
one	590.0	594.0	0	cmu0000004261
of	594.0	594.0	0	cmu0000004261
the	594.0	596.0	0	cmu0000004261
anchors	596.0	599.0	0	cmu0000004261
really	599.0	603.0	0	cmu0000004261
couldn't	603.0	608.0	0	cmu0000004261
hide	608.0	614.0	0	cmu0000004261
how	614.0	618.0	0	cmu0000004261
much	618.0	621.0	0	cmu0000004261
she	621.0	623.0	0	cmu0000004261
loves	623.0	629.0	0	cmu0000004261
Chris	629.0	637.0	0	cmu0000004261
I've	0.0	33.0	1	cmu0000005208
heard	33.0	36.0	1	cmu0000005208
he's	36.0	37.0	1	cmu0000005208
got	37.0	40.0	1	cmu0000005208
his	40.0	42.0	1	cmu0000005208
work	42.0	46.0	1	cmu0000005208
cut	46.0	46.0	1	cmu0000005208
out	46.0	49.0	1	cmu0000005208
for	49.0	52.0	1	cmu0000005208
him	52.0	54.0	1	cmu0000005208
cuz	54.0	55.0	1	cmu0000005208
I	55.0	57.0	1	cmu0000005208
new	57.0	60.0	1	cmu0000005208
poll	60.0	64.0	1	cmu0000005208
has	64.0	70.0	1	cmu0000005208
Joe	70.0	75.0	1	cmu0000005208
Biden	75.0	78.0	1	cmu0000005208
leading	78.0	85.0	1	cmu0000005208
the	85.0	87.0	1	cmu0000005208
Democratic	87.0	94.0	1	cmu0000005208
field	94.0	99.0	1	cmu0000005208
to	99.0	114.0	1	cmu0000005208
tricky	114.0	118.0	1	cmu0000005208
situation	118.0	127.0	1	cmu0000005208
some	127.0	129.0	1	cmu0000005208
experts	129.0	136.0	1	cmu0000005208
things	136.0	139.0	1	cmu0000005208
Biden's	139.0	145.0	1	cmu0000005208
too	145.0	148.0	1	cmu0000005208
inappropriate	148.0	151.0	1	cmu0000005208
with	151.0	159.0	1	cmu0000005208
women	159.0	163.0	1	cmu0000005208
to	163.0	168.0	1	cmu0000005208
beat	168.0	171.0	1	cmu0000005208
the	171.0	172.0	1	cmu0000005208
other	172.0	175.0	1	cmu0000005208
Democrats	175.0	184.0	1	cmu0000005208
and	184.0	189.0	1	cmu0000005208
yet	189.0	192.0	1	cmu0000005208
still	192.0	193.0	1	cmu0000005208
not	193.0	199.0	1	cmu0000005208
inappropriate	199.0	207.0	1	cmu0000005208
enough	207.0	211.0	1	cmu0000005208
to	211.0	213.0	1	cmu0000005208
be	213.0	216.0	1	cmu0000005208
trunk	216.0	229.0	1	cmu0000005208
finally	0.0	25.0	2	cmu0000004856
this	25.0	28.0	2	cmu0000004856
is	28.0	31.0	2	cmu0000004856
the	31.0	32.0	2	cmu0000004856
guy	32.0	34.0	2	cmu0000004856
that	34.0	34.0	2	cmu0000004856
just	34.0	37.0	2	cmu0000004856
came	37.0	40.0	2	cmu0000004856
out	40.0	42.0	2	cmu0000004856
that	42.0	43.0	2	cmu0000004856
Siri	43.0	51.0	2	cmu0000004856
has	51.0	53.0	2	cmu0000004856
actually	53.0	60.0	2	cmu0000004856
been	60.0	61.0	2	cmu0000004856
recording	61.0	73.0	2	cmu0000004856
think	0.0	1.0	3	cmu0000003681
there's	1.0	4.0	3	cmu0000003681
some	4.0	6.0	3	cmu0000003681
confusion	6.0	9.0	3	cmu0000003681
I	9.0	15.0	3	cmu0000003681
wasn't	15.0	19.0	3	cmu0000003681
actually	19.0	21.0	3	cmu0000003681
trying	21.0	25.0	3	cmu0000003681
to	25.0	27.0	3	cmu0000003681
call	27.0	27.0	3	cmu0000003681
you	27.0	33.0	3	cmu0000003681
out	33.0	34.0	3	cmu0000003681
here	34.0	36.0	3	cmu0000003681
I'm	36.0	39.0	3	cmu0000003681
sorry	39.0	40.0	3	cmu0000003681
I	40.0	43.0	3	cmu0000003681
was	43.0	45.0	3	cmu0000003681
just	45.0	45.0	3	cmu0000003681
telling	45.0	49.0	3	cmu0000003681
a	49.0	49.0	3	cmu0000003681
joke	49.0	52.0	3	cmu0000003681
I'm	52.0	55.0	3	cmu0000003681
sorry	55.0	60.0	3	cmu0000003681
but	60.0	61.0	3	cmu0000003681
I	61.0	63.0	3	cmu0000003681
have	63.0	73.0	3	cmu0000003681
to	73.0	75.0	3	cmu0000003681
ask	75.0	76.0	3	cmu0000003681
you	76.0	78.0	3	cmu0000003681
to	78.0	79.0	3	cmu0000003681
go	79.0	115.0	3	cmu0000003681
or	0.0	105.0	4	cmu0000004765
maybe	105.0	108.0	4	cmu0000004765
I'll	108.0	109.0	4	cmu0000004765
sit	109.0	114.0	4	cmu0000004765
with	114.0	123.0	4	cmu0000004765
a	123.0	133.0	4	cmu0000004765
chair	133.0	136.0	4	cmu0000004765
back	136.0	139.0	4	cmu0000004765
there	139.0	219.0	4	cmu0000004765
last	0.0	9.0	5	cmu0000005110
week	9.0	12.0	5	cmu0000005110
we	12.0	16.0	5	cmu0000005110
heard	16.0	19.0	5	cmu0000005110
about	19.0	22.0	5	cmu0000005110
Michael	22.0	27.0	5	cmu0000005110
Cohen	27.0	31.0	5	cmu0000005110
flipping	31.0	37.0	5	cmu0000005110
on	37.0	40.0	5	cmu0000005110
Trump	40.0	42.0	5	cmu0000005110
now	42.0	46.0	5	cmu0000005110
is	46.0	48.0	5	cmu0000005110
Michael	48.0	52.0	5	cmu0000005110
Flynn	52.0	58.0	5	cmu0000005110
today	58.0	66.0	5	cmu0000005110
Trump	66.0	70.0	5	cmu0000005110
is	70.0	72.0	5	cmu0000005110
like	72.0	73.0	5	cmu0000005110
that's	73.0	76.0	5	cmu0000005110
it	76.0	79.0	5	cmu0000005110
Deport	79.0	88.0	5	cmu0000005110
everyone	88.0	93.0	5	cmu0000005110
named	93.0	97.0	5	cmu0000005110
Michael	97.0	120.0	5	cmu0000005110
everyone	120.0	168.0	5	cmu0000005110
people	168.0	175.0	5	cmu0000005110
are	175.0	177.0	5	cmu0000005110
hoping	177.0	180.0	5	cmu0000005110
to	180.0	183.0	5	cmu0000005110
learn	183.0	184.0	5	cmu0000005110
a	184.0	186.0	5	cmu0000005110
lot	186.0	187.0	5	cmu0000005110
from	187.0	192.0	5	cmu0000005110
the	192.0	195.0	5	cmu0000005110
Russia	195.0	201.0	5	cmu0000005110
investigation	201.0	204.0	5	cmu0000005110
from	204.0	213.0	5	cmu0000005110
Miller's	213.0	219.0	5	cmu0000005110
Court	219.0	223.0	5	cmu0000005110
filing	223.0	228.0	5	cmu0000005110
the	228.0	231.0	5	cmu0000005110
most	231.0	234.0	5	cmu0000005110
of	234.0	235.0	5	cmu0000005110
what	235.0	237.0	5	cmu0000005110
he	237.0	238.0	5	cmu0000005110
wrote	238.0	241.0	5	cmu0000005110
was	241.0	247.0	5	cmu0000005110
redacted	247.0	253.0	5	cmu0000005110
to	253.0	259.0	5	cmu0000005110
take	259.0	262.0	5	cmu0000005110
a	262.0	262.0	5	cmu0000005110
look	262.0	266.0	5	cmu0000005110
stop	0.0	14.0	6	cmu0000003870
asking	14.0	20.0	6	cmu0000003870
me	20.0	21.0	6	cmu0000003870
to	21.0	23.0	6	cmu0000003870
do	23.0	24.0	6	cmu0000003870
stuff	24.0	27.0	6	cmu0000003870
I'm	27.0	48.0	6	cmu0000003870
not	48.0	48.0	6	cmu0000003870
real	48.0	57.0	6	cmu0000003870
I'm	57.0	71.0	6	cmu0000003870
not	71.0	72.0	6	cmu0000003870
even	72.0	75.0	6	cmu0000003870
a	75.0	77.0	6	cmu0000003870
general	77.0	84.0	6	cmu0000003870
I'm	84.0	101.0	6	cmu0000003870
a	101.0	102.0	6	cmu0000003870
cat	102.0	130.0	6	cmu0000003870
Tennessee	0.0	0.0	7	cmu0000005660
in	0.0	6.0	7	cmu0000005660
Tennessee	6.0	38.0	7	cmu0000005660
a	38.0	39.0	7	cmu0000005660
food	39.0	44.0	7	cmu0000005660
delivery	44.0	45.0	7	cmu0000005660
guy	45.0	51.0	7	cmu0000005660
was	51.0	53.0	7	cmu0000005660
arrested	53.0	59.0	7	cmu0000005660
after	59.0	62.0	7	cmu0000005660
he	62.0	63.0	7	cmu0000005660
got	63.0	65.0	7	cmu0000005660
angry	65.0	68.0	7	cmu0000005660
about	68.0	75.0	7	cmu0000005660
a	75.0	75.0	7	cmu0000005660
bad	75.0	80.0	7	cmu0000005660
tip	80.0	84.0	7	cmu0000005660
and	84.0	95.0	7	cmu0000005660
he	95.0	96.0	7	cmu0000005660
may	96.0	98.0	7	cmu0000005660
have	98.0	99.0	7	cmu0000005660
overreacted	99.0	105.0	7	cmu0000005660
a	105.0	111.0	7	cmu0000005660
little	111.0	111.0	7	cmu0000005660
bit	111.0	116.0	7	cmu0000005660
listen	116.0	119.0	7	cmu0000005660
to	119.0	124.0	7	cmu0000005660
most	0.0	11.0	8	cmu0000004737
people	11.0	14.0	8	cmu0000004737
said	14.0	15.0	8	cmu0000004737
that	15.0	17.0	8	cmu0000004737
Trump	17.0	21.0	8	cmu0000004737
didn't	21.0	26.0	8	cmu0000004737
say	26.0	29.0	8	cmu0000004737
anything	29.0	32.0	8	cmu0000004737
new	32.0	36.0	8	cmu0000004737
he's	36.0	42.0	8	cmu0000004737
just	42.0	45.0	8	cmu0000004737
repeated	45.0	51.0	8	cmu0000004737
what	51.0	53.0	8	cmu0000004737
he's	53.0	54.0	8	cmu0000004737
been	54.0	57.0	8	cmu0000004737
saying	57.0	57.0	8	cmu0000004737
for	57.0	65.0	8	cmu0000004737
years	65.0	66.0	8	cmu0000004737
and	66.0	81.0	8	cmu0000004737
other	81.0	83.0	8	cmu0000004737
words	83.0	87.0	8	cmu0000004737
Trump	87.0	90.0	8	cmu0000004737
speech	90.0	96.0	8	cmu0000004737
was	96.0	98.0	8	cmu0000004737
like	98.0	101.0	8	cmu0000004737
every	101.0	104.0	8	cmu0000004737
phone	104.0	107.0	8	cmu0000004737
call	107.0	110.0	8	cmu0000004737
with	110.0	113.0	8	cmu0000004737
your	113.0	114.0	8	cmu0000004737
dad	114.0	140.0	8	cmu0000004737
lock	140.0	147.0	8	cmu0000004737
your	147.0	150.0	8	cmu0000004737
car	150.0	155.0	8	cmu0000004737
door	155.0	159.0	8	cmu0000004737
twice	159.0	185.0	8	cmu0000004737
why	185.0	191.0	8	cmu0000004737
don't	191.0	194.0	8	cmu0000004737
know	194.0	195.0	8	cmu0000004737
if	195.0	197.0	8	cmu0000004737
you	197.0	198.0	8	cmu0000004737
watch	198.0	201.0	8	cmu0000004737
the	201.0	203.0	8	cmu0000004737
speech	203.0	209.0	8	cmu0000004737
but	209.0	212.0	8	cmu0000004737
the	212.0	212.0	8	cmu0000004737
very	212.0	215.0	8	cmu0000004737
first	215.0	221.0	8	cmu0000004737
thing	221.0	221.0	8	cmu0000004737
Trump	221.0	228.0	8	cmu0000004737
said	228.0	228.0	8	cmu0000004737
sounded	228.0	237.0	8	cmu0000004737
a	237.0	239.0	8	cmu0000004737
little	239.0	242.0	8	cmu0000004737
Italian	242.0	267.0	8	cmu0000004737
listen	267.0	285.0	8	cmu0000004737
to	285.0	287.0	8	cmu0000004737
this	287.0	295.0	8	cmu0000004737
that	0.0	2.0	9	cmu0000003190
feels	2.0	6.0	9	cmu0000003190
like	6.0	6.0	9	cmu0000003190
there's	6.0	11.0	9	cmu0000003190
so	11.0	15.0	9	cmu0000003190
much	15.0	18.0	9	cmu0000003190
going	18.0	21.0	9	cmu0000003190
on	21.0	24.0	9	cmu0000003190
right	24.0	26.0	9	cmu0000003190
now	26.0	29.0	9	cmu0000003190
in	29.0	33.0	9	cmu0000003190
the	33.0	33.0	9	cmu0000003190
news	33.0	41.0	9	cmu0000003190
Trump	41.0	53.0	9	cmu0000003190
is	53.0	59.0	9	cmu0000003190
in	59.0	62.0	9	cmu0000003190
a	62.0	63.0	9	cmu0000003190
trade	63.0	68.0	9	cmu0000003190
war	68.0	69.0	9	cmu0000003190
with	69.0	72.0	9	cmu0000003190
China	72.0	74.0	9	cmu0000003190
the	74.0	84.0	9	cmu0000003190
series	84.0	90.0	9	cmu0000003190
finale	90.0	92.0	9	cmu0000003190
of	92.0	96.0	9	cmu0000003190
Game	96.0	98.0	9	cmu0000003190
of	98.0	101.0	9	cmu0000003190
Thrones	101.0	108.0	9	cmu0000003190
this	108.0	108.0	9	cmu0000003190
weekend	108.0	123.0	9	cmu0000003190
the	123.0	149.0	9	cmu0000003190
PGA	149.0	158.0	9	cmu0000003190
Championship	158.0	159.0	9	cmu0000003190
skip	159.0	174.0	9	cmu0000003190
David	174.0	180.0	9	cmu0000003190
heard	180.0	186.0	9	cmu0000003190
that	186.0	192.0	9	cmu0000003190
Taco	192.0	198.0	9	cmu0000003190
Bell	198.0	201.0	9	cmu0000003190
is	201.0	204.0	9	cmu0000003190
opening	204.0	209.0	9	cmu0000003190
a	209.0	210.0	9	cmu0000003190
hotel	210.0	216.0	9	cmu0000003190
and	216.0	219.0	9	cmu0000003190
resort	219.0	224.0	9	cmu0000003190
it's	0.0	32.0	10	cmu0000006364
actually	32.0	37.0	10	cmu0000006364
how	37.0	38.0	10	cmu0000006364
I	38.0	40.0	10	cmu0000006364
dance	40.0	44.0	10	cmu0000006364
is	44.0	47.0	10	cmu0000006364
finally	47.0	74.0	10	cmu0000006364
there	74.0	76.0	10	cmu0000006364
was	76.0	77.0	10	cmu0000006364
an	77.0	80.0	10	cmu0000006364
all	80.0	83.0	10	cmu0000006364
new	83.0	86.0	10	cmu0000006364
episode	86.0	91.0	10	cmu0000006364
of	91.0	92.0	10	cmu0000006364
Game	92.0	97.0	10	cmu0000006364
of	97.0	98.0	10	cmu0000006364
Thrones	98.0	98.0	10	cmu0000006364
last	98.0	107.0	10	cmu0000006364
night	107.0	110.0	10	cmu0000006364
and	110.0	115.0	10	cmu0000006364
people	115.0	116.0	10	cmu0000006364
love	116.0	121.0	10	cmu0000006364
the	121.0	124.0	10	cmu0000006364
show	124.0	154.0	10	cmu0000006364
what	154.0	161.0	10	cmu0000006364
does	161.0	164.0	10	cmu0000006364
a	164.0	166.0	10	cmu0000006364
welder	166.0	184.0	10	cmu0000006364
in	184.0	187.0	10	cmu0000006364
Kentucky	187.0	194.0	10	cmu0000006364
actually	194.0	200.0	10	cmu0000006364
made	200.0	202.0	10	cmu0000006364
a	202.0	203.0	10	cmu0000006364
replica	203.0	208.0	10	cmu0000006364
of	208.0	214.0	10	cmu0000006364
the	214.0	215.0	10	cmu0000006364
Iron	215.0	221.0	10	cmu0000006364
Throne	221.0	223.0	10	cmu0000006364
here's	223.0	227.0	10	cmu0000006364
a	227.0	236.0	10	cmu0000006364
you	0.0	0.0	11	cmu0000005707
thank	0.0	9.0	11	cmu0000005707
you	9.0	13.0	11	cmu0000005707
for	13.0	18.0	11	cmu0000005707
walking	18.0	33.0	11	cmu0000005707
out	33.0	37.0	11	cmu0000005707
for	37.0	42.0	11	cmu0000005707
me	42.0	43.0	11	cmu0000005707
you	43.0	46.0	11	cmu0000005707
are	46.0	77.0	11	cmu0000005707
hello	0.0	48.0	12	cmu0000003259
and	48.0	54.0	12	cmu0000003259
welcome	54.0	120.0	12	cmu0000003259
later	0.0	16.0	13	cmu0000006008
this	16.0	18.0	13	cmu0000006008
week	18.0	22.0	13	cmu0000006008
he's	22.0	25.0	13	cmu0000006008
meeting	25.0	28.0	13	cmu0000006008
with	28.0	30.0	13	cmu0000006008
President	30.0	34.0	13	cmu0000006008
Trump	34.0	39.0	13	cmu0000006008
have	39.0	54.0	13	cmu0000006008
a	54.0	54.0	13	cmu0000006008
lot	54.0	57.0	13	cmu0000006008
in	57.0	58.0	13	cmu0000006008
common	58.0	58.0	13	cmu0000006008
they	58.0	64.0	13	cmu0000006008
inherited	64.0	69.0	13	cmu0000006008
everything	69.0	72.0	13	cmu0000006008
from	72.0	76.0	13	cmu0000006008
their	76.0	78.0	13	cmu0000006008
dads	78.0	84.0	13	cmu0000006008
and	84.0	85.0	13	cmu0000006008
they	85.0	87.0	13	cmu0000006008
cut	87.0	91.0	13	cmu0000006008
their	91.0	93.0	13	cmu0000006008
own	93.0	94.0	13	cmu0000006008
hair	94.0	127.0	13	cmu0000006008
I	0.0	25.0	14	cmu0000006180
just	25.0	30.0	14	cmu0000006180
got	30.0	31.0	14	cmu0000006180
a	31.0	33.0	14	cmu0000006180
text	33.0	33.0	14	cmu0000006180
message	33.0	65.0	14	cmu0000006180
check	0.0	27.0	15	cmu0000004652
this	27.0	29.0	15	cmu0000004652
out	29.0	30.0	15	cmu0000004652
NASA	30.0	38.0	15	cmu0000004652
says	38.0	42.0	15	cmu0000004652
that	42.0	45.0	15	cmu0000004652
they	45.0	47.0	15	cmu0000004652
are	47.0	48.0	15	cmu0000004652
retiring	48.0	56.0	15	cmu0000004652
one	56.0	59.0	15	cmu0000004652
of	59.0	60.0	15	cmu0000004652
their	60.0	63.0	15	cmu0000004652
spacecrafts	63.0	75.0	15	cmu0000004652
and	75.0	81.0	15	cmu0000004652
now	81.0	83.0	15	cmu0000004652
it	83.0	84.0	15	cmu0000004652
will	84.0	86.0	15	cmu0000004652
just	86.0	90.0	15	cmu0000004652
is	0.0	20.0	16	cmu0000006311
that	20.0	23.0	16	cmu0000006311
a	23.0	23.0	16	cmu0000006311
lot	23.0	44.0	16	cmu0000006311
of	44.0	45.0	16	cmu0000006311
people	45.0	45.0	16	cmu0000006311
are	45.0	50.0	16	cmu0000006311
talking	50.0	54.0	16	cmu0000006311
about	54.0	56.0	16	cmu0000006311
Trump	56.0	102.0	16	cmu0000006311
and	102.0	105.0	16	cmu0000006311
Putin	105.0	110.0	16	cmu0000006311
also	110.0	114.0	16	cmu0000006311
held	114.0	119.0	16	cmu0000006311
a	119.0	119.0	16	cmu0000006311
press	119.0	123.0	16	cmu0000006311
conference	123.0	128.0	16	cmu0000006311
where	128.0	137.0	16	cmu0000006311
Trump	137.0	140.0	16	cmu0000006311
actually	140.0	144.0	16	cmu0000006311
defended	144.0	152.0	16	cmu0000006311
Putin	152.0	156.0	16	cmu0000006311
and	156.0	158.0	16	cmu0000006311
seemed	158.0	161.0	16	cmu0000006311
to	161.0	162.0	16	cmu0000006311
side	162.0	167.0	16	cmu0000006311
with	167.0	168.0	16	cmu0000006311
Russia	168.0	174.0	16	cmu0000006311
over	174.0	180.0	16	cmu0000006311
his	180.0	185.0	16	cmu0000006311
own	185.0	186.0	16	cmu0000006311
intelligence	186.0	198.0	16	cmu0000006311
agencies	198.0	206.0	16	cmu0000006311
what	206.0	216.0	16	cmu0000006311
he	216.0	218.0	16	cmu0000006311
said	218.0	219.0	16	cmu0000006311
about	219.0	229.0	16	cmu0000006311
much	0.0	2.0	17	cmu0000004922
everybody	2.0	8.0	17	cmu0000004922
I'll	8.0	12.0	17	cmu0000004922
get	12.0	15.0	17	cmu0000004922
this	15.0	18.0	17	cmu0000004922
cuz	18.0	23.0	17	cmu0000004922
I've	23.0	24.0	17	cmu0000004922
heard	24.0	26.0	17	cmu0000004922
that	26.0	30.0	17	cmu0000004922
former	30.0	38.0	17	cmu0000004922
President	38.0	44.0	17	cmu0000004922
Obama	44.0	45.0	17	cmu0000004922
has	45.0	56.0	17	cmu0000004922
been	56.0	59.0	17	cmu0000004922
on	59.0	60.0	17	cmu0000004922
the	60.0	63.0	17	cmu0000004922
campaign	63.0	71.0	17	cmu0000004922
Trail	71.0	71.0	17	cmu0000004922
to	71.0	80.0	17	cmu0000004922
support	80.0	86.0	17	cmu0000004922
Democrats	86.0	95.0	17	cmu0000004922
in	95.0	96.0	17	cmu0000004922
the	96.0	98.0	17	cmu0000004922
November	98.0	104.0	17	cmu0000004922
elections	104.0	111.0	17	cmu0000004922
he's	111.0	117.0	17	cmu0000004922
doing	117.0	120.0	17	cmu0000004922
everything	120.0	122.0	17	cmu0000004922
he	122.0	126.0	17	cmu0000004922
can	126.0	128.0	17	cmu0000004922
to	128.0	134.0	17	cmu0000004922
get	134.0	138.0	17	cmu0000004922
in	138.0	142.0	17	cmu0000004922
what	0.0	12.0	18	cmu0000003959
guys	12.0	15.0	18	cmu0000003959
happy	15.0	21.0	18	cmu0000003959
daylight	21.0	26.0	18	cmu0000003959
savings	26.0	38.0	18	cmu0000003959
yeah	38.0	48.0	18	cmu0000003959
if	48.0	66.0	18	cmu0000003959
it	66.0	68.0	18	cmu0000003959
seems	68.0	71.0	18	cmu0000003959
brighter	71.0	77.0	18	cmu0000003959
outside	77.0	83.0	18	cmu0000003959
it's	83.0	84.0	18	cmu0000003959
either	84.0	87.0	18	cmu0000003959
cuz	87.0	92.0	18	cmu0000003959
of	92.0	93.0	18	cmu0000003959
daylight	93.0	98.0	18	cmu0000003959
savings	98.0	105.0	18	cmu0000003959
or	105.0	111.0	18	cmu0000003959
it's	111.0	113.0	18	cmu0000003959
the	113.0	114.0	18	cmu0000003959
sun	114.0	119.0	18	cmu0000003959
reflecting	119.0	126.0	18	cmu0000003959
off	126.0	126.0	18	cmu0000003959
of	126.0	128.0	18	cmu0000003959
J	128.0	132.0	18	cmu0000003959
Lo's	132.0	132.0	18	cmu0000003959
new	132.0	138.0	18	cmu0000003959
engagement	138.0	141.0	18	cmu0000003959
ring	141.0	180.0	18	cmu0000003959
yeah	180.0	210.0	18	cmu0000003959
JLo	210.0	218.0	18	cmu0000003959
got	218.0	222.0	18	cmu0000003959
engaged	222.0	230.0	18	cmu0000003959
to	230.0	231.0	18	cmu0000003959
A-Rod	231.0	234.0	18	cmu0000003959
this	234.0	240.0	18	cmu0000003959
weekend	240.0	248.0	18	cmu0000003959
A	248.0	248.0	18	cmu0000003959
lot	248.0	251.0	18	cmu0000003959
of	251.0	252.0	18	cmu0000003959
people	252.0	255.0	18	cmu0000003959
are	255.0	258.0	18	cmu0000003959
talking	258.0	263.0	18	cmu0000003959
about	263.0	264.0	18	cmu0000003959
the	264.0	269.0	18	cmu0000003959
ring	269.0	272.0	18	cmu0000003959
can	272.0	275.0	18	cmu0000003959
we	275.0	278.0	18	cmu0000003959
love	0.0	2.0	20	cmu0000003698
her	2.0	5.0	20	cmu0000003698
the	5.0	20.0	20	cmu0000003698
new	20.0	23.0	20	cmu0000003698
season	23.0	29.0	20	cmu0000003698
starts	29.0	36.0	20	cmu0000003698
tomorrow	36.0	39.0	20	cmu0000003698
in	39.0	44.0	20	cmu0000003698
this	44.0	45.0	20	cmu0000003698
season	45.0	50.0	20	cmu0000003698
we'll	50.0	51.0	20	cmu0000003698
see	51.0	54.0	20	cmu0000003698
how	54.0	57.0	20	cmu0000003698
her	57.0	59.0	20	cmu0000003698
character	59.0	65.0	20	cmu0000003698
Rebecca	65.0	68.0	20	cmu0000003698
first	68.0	78.0	20	cmu0000003698
met	78.0	83.0	20	cmu0000003698
Jack	83.0	117.0	20	cmu0000003698
it's	117.0	123.0	20	cmu0000003698
a	123.0	130.0	20	cmu0000003698
you	0.0	18.0	21	cmu0000005868
guys	18.0	21.0	21	cmu0000005868
feeling	21.0	27.0	21	cmu0000005868
good	27.0	30.0	21	cmu0000005868
was	30.0	34.0	21	cmu0000005868
it	34.0	36.0	21	cmu0000005868
was	36.0	37.0	21	cmu0000005868
almost	37.0	40.0	21	cmu0000005868
