Word	start_frame	end_frame	chunk	interval_id
was	481.0	483.0	80	215599
a	483.0	484.0	80	215599
human	484.0	491.0	80	215599
the	0.0	10.0	82	104524
only	10.0	16.0	82	104524
penalty	16.0	22.0	82	104524
boys	22.0	31.0	82	104524
shame	31.0	36.0	82	104524
unfortunately	36.0	49.0	82	104524
this	49.0	55.0	82	104524
President	55.0	64.0	82	104524
is	64.0	67.0	82	104524
completely	67.0	76.0	82	104524
immune	76.0	81.0	82	104524
to	81.0	85.0	82	104524
the	85.0	87.0	82	104524
very	87.0	91.0	82	104524
concept	91.0	99.0	82	104524
about	99.0	103.0	82	104524
if	103.0	117.0	82	104524
I	117.0	120.0	82	104524
even	120.0	123.0	82	104524
try	123.0	129.0	82	104524
to	129.0	130.0	82	104524
shame	130.0	139.0	82	104524
him	139.0	141.0	82	104524
into	141.0	141.0	82	104524
compliance	141.0	151.0	82	104524
he	151.0	153.0	82	104524
could	153.0	154.0	82	104524
just	154.0	157.0	82	104524
pay	157.0	186.0	82	104524
me	186.0	187.0	82	104524
like	187.0	190.0	82	104524
two	190.0	193.0	82	104524
short	193.0	198.0	82	104524
Bob	198.0	201.0	82	104524
Marley	201.0	207.0	82	104524
I	207.0	211.0	82	104524
want	211.0	216.0	82	104524
a	216.0	216.0	82	104524
piece	216.0	222.0	82	104524
of	222.0	223.0	82	104524
your	223.0	225.0	82	104524
child's	225.0	231.0	82	104524
back	231.0	235.0	82	104524
and	235.0	237.0	82	104524
say	237.0	240.0	82	104524
I'm	240.0	249.0	82	104524
posed	249.0	259.0	82	104524
for	259.0	262.0	82	104524
that	262.0	282.0	82	104524
you	282.0	288.0	82	104524
cannot	288.0	295.0	82	104524
hurt	295.0	301.0	82	104524
me	301.0	304.0	82	104524
any	304.0	312.0	82	104524
more	312.0	313.0	82	104524
than	313.0	318.0	82	104524
I've	318.0	322.0	82	104524
already	322.0	324.0	82	104524
hurt	324.0	336.0	82	104524
myself	336.0	360.0	82	104524
out	360.0	369.0	82	104524
of	369.0	370.0	82	104524
this	370.0	372.0	82	104524
point	372.0	376.0	82	104524
you	376.0	379.0	82	104524
might	379.0	381.0	82	104524
be	381.0	382.0	82	104524
thinking	382.0	385.0	82	104524
what	385.0	390.0	82	104524
is	390.0	430.0	82	104524
the	430.0	432.0	82	104524
harm	432.0	438.0	82	104524
in	438.0	441.0	82	104524
leaving	441.0	444.0	82	104524
for	444.0	453.0	82	104524
the	453.0	454.0	82	104524
truth	454.0	457.0	82	104524
is	457.0	459.0	82	104524
it's	459.0	463.0	82	104524
substantial	463.0	475.0	82	104524
I'm	475.0	481.0	82	104524
that	481.0	484.0	82	104524
start	484.0	489.0	82	104524
with	489.0	490.0	82	104524
just	490.0	495.0	82	104524
the	495.0	499.0	82	104524
home	499.0	504.0	82	104524
to	504.0	507.0	82	104524
America's	507.0	513.0	82	104524
standing	513.0	519.0	82	104524
in	519.0	523.0	82	104524
the	523.0	525.0	82	104524
world	525.0	528.0	82	104524
alone	528.0	535.0	82	104524
because	535.0	544.0	82	104524
Trump's	544.0	553.0	82	104524
decision	553.0	558.0	82	104524
to	558.0	559.0	82	104524
leave	559.0	562.0	82	104524
this	562.0	565.0	82	104524
agreement	565.0	570.0	82	104524
has	570.0	577.0	82	104524
pissed	577.0	582.0	82	104524
off	582.0	585.0	82	104524
almost	585.0	597.0	82	104524
a	0.0	14.0	83	104005
hearing	14.0	22.0	83	104005
on	22.0	26.0	83	104005
the	26.0	29.0	83	104005
most	29.0	34.0	83	104005
dangerous	34.0	41.0	83	104005
things	41.0	47.0	83	104005
on	47.0	49.0	83	104005
earth	49.0	55.0	83	104005
had	55.0	62.0	83	104005
attendance	62.0	71.0	83	104005
rivaling	71.0	82.0	83	104005
battle	82.0	88.0	83	104005
by	88.0	91.0	83	104005
weekday	91.0	98.0	83	104005
Open	98.0	103.0	83	104005
Mic	103.0	109.0	83	104005
poetry	109.0	113.0	83	104005
slam	113.0	148.0	83	104005
noise	0.0	2.0	85	216649
like	2.0	7.0	85	216649
it's	7.0	19.0	85	216649
let's	0.0	1.0	86	101029
talk	1.0	4.0	86	101029
about	4.0	6.0	86	101029
talk	6.0	27.0	86	101029
about	27.0	30.0	86	101029
Halloween	30.0	46.0	86	101029
and	46.0	96.0	86	101029
appropriately	96.0	105.0	86	101029
sexy	105.0	111.0	86	101029
costume	111.0	115.0	86	101029
sexy	115.0	133.0	86	101029
Bonnie	133.0	141.0	86	101029
the	141.0	142.0	86	101029
dinosaur	142.0	144.0	86	101029
or	144.0	159.0	86	101029
a	159.0	160.0	86	101029
sexy	160.0	166.0	86	101029
candy	166.0	171.0	86	101029
corn	171.0	177.0	86	101029
or	177.0	181.0	86	101029
as	181.0	193.0	86	101029
Playboy's	193.0	201.0	86	101029
website	201.0	207.0	86	101029
recently	207.0	211.0	86	101029
featured	211.0	217.0	86	101029
know	217.0	220.0	86	101029
I	220.0	222.0	86	101029
swear	222.0	228.0	86	101029
at	228.0	229.0	86	101029
you	229.0	231.0	86	101029
this	231.0	232.0	86	101029
is	232.0	235.0	86	101029
true	235.0	240.0	86	101029
a	240.0	247.0	86	101029
sexy	247.0	256.0	86	101029
John	256.0	261.0	86	101029
Oliver	261.0	265.0	86	101029
costume	265.0	316.0	86	101029
what	316.0	324.0	86	101029
is	324.0	325.0	86	101029
an	325.0	327.0	86	101029
actual	327.0	334.0	86	101029
photo	334.0	343.0	86	101029
of	343.0	355.0	86	101029
a	355.0	357.0	86	101029
human	357.0	361.0	86	101029
woman	361.0	369.0	86	101029
dressed	369.0	390.0	86	101029
up	390.0	468.0	86	101029
too	0.0	8.0	87	105687
much	8.0	8.0	87	105687
money	8.0	17.0	87	105687
when	17.0	26.0	87	105687
your	26.0	29.0	87	105687
Rich	29.0	38.0	87	105687
presidency	0.0	4.0	88	102035
to	4.0	7.0	88	102035
tweet	7.0	13.0	88	102035
about	13.0	18.0	88	102035
whatever	18.0	24.0	88	102035
information	24.0	30.0	88	102035
he	30.0	36.0	88	102035
just	36.0	43.0	88	102035
saw	43.0	48.0	88	102035
on	48.0	54.0	88	102035
cable	54.0	60.0	88	102035
news	60.0	63.0	88	102035
if	63.0	75.0	88	102035
someone	75.0	79.0	88	102035
change	79.0	84.0	88	102035
the	84.0	88.0	88	102035
obvious	0.0	9.0	89	105453
obstacles	9.0	14.0	89	105453
many	14.0	24.0	89	105453
American	24.0	30.0	89	105453
such	30.0	35.0	89	105453
as	35.0	38.0	89	105453
increasing	38.0	48.0	89	105453
restrictive	48.0	57.0	89	105453
voter	57.0	60.0	89	105453
ID	60.0	65.0	89	105453
laws	65.0	69.0	89	105453
but	69.0	72.0	89	105453
there's	72.0	75.0	89	105453
also	75.0	81.0	89	105453
be	81.0	84.0	89	105453
less	84.0	90.0	89	105453
obvious	90.0	95.0	89	105453
ones	95.0	102.0	89	105453
as	102.0	108.0	89	105453
Congress	108.0	113.0	89	105453
was	113.0	119.0	89	105453
remind	119.0	125.0	89	105453
it's	125.0	130.0	89	105453
solar	0.0	0.0	90	216388
and	0.0	6.0	90	216388
there	6.0	12.0	90	216388
was	12.0	13.0	90	216388
no	13.0	22.0	90	216388
more	22.0	25.0	90	216388
dramatic	25.0	33.0	90	216388
evidence	33.0	36.0	90	216388
of	36.0	42.0	90	216388
Cole	42.0	51.0	90	216388
losing	51.0	55.0	90	216388
out	55.0	60.0	90	216388
to	60.0	67.0	90	216388
pussy	0.0	11.0	92	105357
play	11.0	16.0	92	105357
about	16.0	20.0	92	105357
woman	20.0	23.0	92	105357
cannot	23.0	31.0	92	105357
hear	31.0	35.0	92	105357
the	35.0	37.0	92	105357
word	37.0	41.0	92	105357
of	41.0	41.0	92	105357
God	41.0	44.0	92	105357
because	44.0	52.0	92	105357
if	52.0	58.0	92	105357
she	58.0	59.0	92	105357
could	59.0	65.0	92	105357
I'm	65.0	68.0	92	105357
pretty	68.0	71.0	92	105357
sure	71.0	74.0	92	105357
he	74.0	76.0	92	105357
be	76.0	77.0	92	105357
shouting	77.0	145.0	92	105357
inet	145.0	160.0	92	105357
inet	160.0	172.0	92	105357
is	172.0	209.0	92	105357
everything	209.0	218.0	92	105357
you've	218.0	223.0	92	105357
seen	223.0	224.0	92	105357
so	224.0	230.0	92	105357
far	230.0	233.0	92	105357
legal	233.0	244.0	92	105357
for	244.0	250.0	92	105357
the	250.0	250.0	92	105357
money	250.0	256.0	92	105357
people	256.0	259.0	92	105357
don't	259.0	263.0	92	105357
like	263.0	265.0	92	105357
in	265.0	268.0	92	105357
response	268.0	275.0	92	105357
to	275.0	277.0	92	105357
it	277.0	278.0	92	105357
is	278.0	281.0	92	105357
tax-free	281.0	290.0	92	105357
because	290.0	299.0	92	105357
if	299.0	304.0	92	105357
you're	304.0	307.0	92	105357
registered	307.0	310.0	92	105357
as	310.0	316.0	92	105357
a	316.0	319.0	92	105357
religious	319.0	325.0	92	105357
nonprofit	325.0	328.0	92	105357
or	328.0	335.0	92	105357
especially	335.0	347.0	92	105357
a	347.0	349.0	92	105357
judge	349.0	355.0	92	105357
you	355.0	362.0	92	105357
are	362.0	362.0	92	105357
given	362.0	367.0	92	105357
a	367.0	368.0	92	105357
bruit	368.0	373.0	92	105357
exemptions	373.0	382.0	92	105357
over	382.0	385.0	92	105357
Taxation	385.0	391.0	92	105357
and	391.0	401.0	92	105357
regulation	401.0	410.0	92	105357
video	410.0	452.0	92	105357
instructing	452.0	467.0	92	105357
you	467.0	511.0	92	105357
would	511.0	514.0	92	105357
not	514.0	515.0	92	105357
normally	515.0	518.0	92	105357
associate	518.0	534.0	92	105357
until	0.0	10.0	94	102758
the	10.0	11.0	94	102758
1960s	11.0	23.0	94	102758
the	23.0	37.0	94	102758
DC's	37.0	44.0	94	102758
than	44.0	49.0	94	102758
three-quarters	49.0	61.0	94	102758
of	61.0	62.0	94	102758
a	62.0	64.0	94	102758
million	64.0	70.0	94	102758
citizens	70.0	77.0	94	102758
mostly	77.0	88.0	94	102758
African-American	88.0	98.0	94	102758
will	98.0	112.0	94	102758
give	112.0	115.0	94	102758
him	115.0	116.0	94	102758
even	116.0	119.0	94	102758
the	119.0	122.0	94	102758
most	122.0	124.0	94	102758
basic	124.0	135.0	94	102758
Smoke	0.0	64.0	95	101058
City	64.0	67.0	95	101058
Apostle	67.0	81.0	95	101058
a	81.0	81.0	95	101058
night	81.0	84.0	95	101058
to	84.0	87.0	95	101058
even	87.0	96.0	95	101058
house	96.0	99.0	95	101058
full	99.0	108.0	95	101058
team	108.0	115.0	95	101058
pharmaceutical	115.0	132.0	95	101058
and	132.0	133.0	95	101058
other	133.0	138.0	95	101058
plans	138.0	142.0	95	101058
including	142.0	153.0	95	101058
one	153.0	159.0	95	101058
that	159.0	160.0	95	101058
produced	160.0	166.0	95	101058
Viagra	166.0	175.0	95	101058
Viagra	175.0	190.0	95	101058
with	190.0	204.0	95	101058
such	204.0	210.0	95	101058
a	210.0	211.0	95	101058
so	211.0	213.0	95	101058
surprised	213.0	222.0	95	101058
when	222.0	223.0	95	101058
responsible	223.0	261.0	95	101058
for	261.0	265.0	95	101058
a	265.0	267.0	95	101058
lot	267.0	268.0	95	101058
of	268.0	273.0	95	101058
good	273.0	276.0	95	101058
moments	276.0	310.0	95	101058
runs	0.0	88.0	96	105486
a	88.0	90.0	96	105486
few	90.0	93.0	96	105486
extra	93.0	99.0	96	105486
questions	99.0	105.0	96	105486
of	105.0	106.0	96	105486
her	106.0	108.0	96	105486
own	108.0	114.0	96	105486
goes	114.0	131.0	96	105486
Joseph	0.0	22.0	97	214940
what	0.0	22.0	98	106287
did	22.0	25.0	98	106287
he	25.0	28.0	98	106287
think	28.0	36.0	98	106287
for	0.0	1.0	99	216264
my	1.0	2.0	99	216264
lungs	2.0	7.0	99	216264
and	7.0	8.0	99	216264
mad	8.0	14.0	99	216264
Boris	14.0	20.0	99	216264
Johnson	20.0	29.0	99	216264
a	29.0	31.0	99	216264
man	31.0	35.0	99	216264
with	35.0	38.0	99	216264
both	38.0	43.0	99	216264
the	43.0	44.0	99	216264
look	44.0	49.0	99	216264
and	49.0	53.0	99	216264
the	53.0	55.0	99	216264
economic	55.0	59.0	99	216264
inside	59.0	71.0	99	216264
of	71.0	74.0	99	216264
Bam	74.0	79.0	99	216264
Bam	79.0	83.0	99	216264
from	83.0	85.0	99	216264
The	85.0	86.0	99	216264
Flintstones	86.0	88.0	99	216264
he	88.0	131.0	99	216264
was	131.0	134.0	99	216264
even	134.0	139.0	99	216264
being	139.0	143.0	99	216264
driven	143.0	157.0	99	216264
around	157.0	158.0	99	216264
in	158.0	166.0	99	216264
a	166.0	167.0	99	216264
joint	167.0	175.0	99	216264
Red	175.0	179.0	99	216264
Bus	179.0	185.0	99	216264
for	185.0	190.0	99	216264
the	190.0	190.0	99	216264
last	190.0	196.0	99	216264
month	196.0	199.0	99	216264
with	199.0	202.0	99	216264
the	202.0	209.0	99	216264
congratulations	0.0	18.0	100	214488
on	18.0	30.0	100	214488
that	30.0	31.0	100	214488
book	31.0	39.0	100	214488
a	39.0	64.0	100	214488
very	64.0	69.0	100	214488
select	69.0	75.0	100	214488
group	75.0	75.0	100	214488
of	75.0	78.0	100	214488
people	78.0	84.0	100	214488
that	84.0	84.0	100	214488
don't	84.0	88.0	100	214488
Trump	88.0	93.0	100	214488
has	93.0	96.0	100	214488
said	96.0	99.0	100	214488
I	99.0	100.0	100	214488
love	100.0	106.0	100	214488
you	106.0	109.0	100	214488
to	109.0	112.0	100	214488
presumably	112.0	133.0	100	214488
the	133.0	139.0	100	214488
worst	139.0	145.0	100	214488
Baldwin	145.0	154.0	100	214488
exactly	154.0	166.0	100	214488
one	166.0	171.0	100	214488
of	171.0	171.0	100	214488
his	171.0	175.0	100	214488
two	175.0	177.0	100	214488
daughters	177.0	183.0	100	214488
and	183.0	196.0	100	214488
the	196.0	199.0	100	214488
Hollywoods	199.0	210.0	100	214488
business	210.0	216.0	100	214488
goes	216.0	220.0	100	214488
the	220.0	222.0	100	214488
green	222.0	226.0	100	214488
Sim	226.0	228.0	100	214488
in	228.0	229.0	100	214488
the	229.0	231.0	100	214488
mirror	231.0	235.0	100	214488
every	235.0	240.0	100	214488
morning	240.0	255.0	100	214488
Murray	255.0	271.0	100	214488
actually	271.0	277.0	100	214488
illustrates	277.0	289.0	100	214488
the	289.0	291.0	100	214488
device	291.0	298.0	100	214488
that	298.0	300.0	100	214488
can	300.0	303.0	100	214488
exist	303.0	306.0	100	214488
between	306.0	310.0	100	214488
a	310.0	316.0	100	214488
cold	316.0	322.0	100	214488
company's	322.0	327.0	100	214488
interests	327.0	334.0	100	214488
and	334.0	342.0	100	214488
those	342.0	345.0	100	214488
of	345.0	348.0	100	214488
its	348.0	349.0	100	214488
workers	349.0	357.0	100	214488
and	357.0	363.0	100	214488
I'm	363.0	364.0	100	214488
going	364.0	367.0	100	214488
to	367.0	370.0	100	214488
need	370.0	372.0	100	214488
to	372.0	373.0	100	214488
be	373.0	376.0	100	214488
careful	376.0	384.0	100	214488
here	384.0	387.0	100	214488
because	387.0	396.0	100	214488
when	396.0	402.0	100	214488
we	402.0	403.0	100	214488
contacted	403.0	408.0	100	214488
Murray	408.0	417.0	100	214488
energy	417.0	418.0	100	214488
for	418.0	424.0	100	214488
this	424.0	426.0	100	214488
letter	426.0	442.0	100	214488
instructing	442.0	451.0	100	214488
us	451.0	453.0	100	214488
to	453.0	456.0	100	214488
cease	456.0	466.0	100	214488
and	466.0	468.0	100	214488
desist	468.0	474.0	100	214488
from	474.0	483.0	100	214488
any	483.0	487.0	100	214488
effort	487.0	492.0	100	214488
to	492.0	493.0	100	214488
Define	493.0	499.0	100	214488
harass	499.0	507.0	100	214488
or	507.0	511.0	100	214488
otherwise	511.0	516.0	100	214488
injured	516.0	525.0	100	214488
list	525.0	526.0	100	214488
of	526.0	529.0	100	214488
Mario	529.0	534.0	100	214488
Murray	534.0	541.0	100	214488
energy	541.0	544.0	100	214488
and	544.0	553.0	100	214488
telling	553.0	558.0	100	214488
us	558.0	559.0	100	214488
that	559.0	562.0	100	214488
failure	562.0	571.0	100	214488
to	571.0	574.0	100	214488
do	574.0	577.0	100	214488
so	577.0	579.0	100	214488
will	579.0	585.0	100	214488
result	585.0	589.0	100	214488
in	589.0	597.0	100	214488
immediate	597.0	597.0	100	214488
litigation	597.0	615.0	100	214488
I	615.0	622.0	100	214488
see	622.0	628.0	100	214488
something	628.0	633.0	100	214488
say	633.0	634.0	100	214488
something	634.0	658.0	100	214488
that	658.0	660.0	100	214488
we	660.0	663.0	100	214488
never	663.0	669.0	100	214488
received	669.0	673.0	100	214488
before	673.0	679.0	100	214488
the	679.0	685.0	100	214488
show	685.0	700.0	100	214488
no	0.0	1.0	101	102074
longer	1.0	6.0	101	102074
an	6.0	10.0	101	102074
acceptable	10.0	19.0	101	102074
Medical	19.0	22.0	101	102074
Practice	22.0	33.0	101	102074
like	33.0	49.0	101	102074
killing	49.0	55.0	101	102074
a	55.0	55.0	101	102074
child's	55.0	64.0	101	102074
cough	64.0	67.0	101	102074
with	67.0	72.0	101	102074
Heroin	72.0	81.0	101	102074
is	81.0	103.0	101	102074
not	103.0	105.0	101	102074
much	105.0	141.0	101	102074
of	141.0	142.0	101	102074
anything	142.0	144.0	101	102074
anymore.	144.0	168.0	101	102074
Ambien.	0.0	20.0	102	105364
There	20.0	31.0	102	105364
planets	0.0	4.0	103	104549
doing	4.0	27.0	103	104549
the	27.0	30.0	103	104549
best	30.0	33.0	103	104549
we	33.0	34.0	103	104549
can	34.0	36.0	103	104549
cuz	36.0	45.0	103	104549
we	45.0	46.0	103	104549
can't	46.0	49.0	103	104549
put	49.0	51.0	103	104549
him	51.0	52.0	103	104549
in	52.0	55.0	103	104549
positions	55.0	87.0	103	104549
of	87.0	91.0	103	104549
scene	0.0	3.0	104	106048
of	3.0	4.0	104	106048
the	4.0	5.0	104	106048
movie	5.0	9.0	104	106048
starring	9.0	15.0	104	106048
The	15.0	16.0	104	106048
Rock	16.0	20.0	104	106048
that	20.0	25.0	104	106048
you	25.0	26.0	104	106048
watch	26.0	31.0	104	106048
on	31.0	33.0	104	106048
upright	33.0	40.0	104	106048
maybe	40.0	67.0	104	106048
Yucca	67.0	75.0	104	106048
is	75.0	84.0	104	106048
the	84.0	85.0	104	106048
best	85.0	90.0	104	106048
place	90.0	94.0	104	106048
to	94.0	95.0	104	106048
store	95.0	100.0	104	106048
our	100.0	105.0	104	106048
growing	105.0	109.0	104	106048
supply	109.0	114.0	104	106048
of	114.0	116.0	104	106048
regulated	116.0	123.0	104	106048
garbage	123.0	135.0	104	106048
in	0.0	22.0	105	216320
fridge	22.0	25.0	105	216320
that	25.0	31.0	105	216320
don't	31.0	49.0	105	216320
call	49.0	51.0	105	216320
me	51.0	51.0	105	216320
boy	51.0	57.0	105	216320
my	57.0	81.0	105	216320
British	81.0	87.0	105	216320
accent	87.0	91.0	105	216320
does	91.0	97.0	105	216320
not	97.0	102.0	105	216320
sound	102.0	106.0	105	216320
intellectual	106.0	120.0	105	216320
believe	120.0	153.0	105	216320
if	0.0	90.0	106	216105
you	90.0	94.0	106	216105
want	94.0	97.0	106	216105
to	97.0	97.0	106	216105
keep	97.0	100.0	106	216105
sprouting	100.0	111.0	106	216105
this	111.0	114.0	106	216105
bullshit	114.0	121.0	106	216105
that's	121.0	126.0	106	216105
fine	126.0	130.0	106	216105
but	130.0	138.0	106	216105
don't	138.0	142.0	106	216105
pull	142.0	145.0	106	216105
it	145.0	147.0	106	216105
you'll	147.0	153.0	106	216105
show	153.0	156.0	106	216105
dr.	156.0	163.0	106	216105
Oz	163.0	166.0	106	216105
check	166.0	183.0	106	216105
this	183.0	184.0	106	216105
shit	184.0	208.0	106	216105
plus	0.0	74.0	107	101126
it's	74.0	82.0	107	101126
a	82.0	82.0	107	101126
phone	82.0	88.0	107	101126
call	88.0	89.0	107	101126
so	89.0	97.0	107	101126
you'll	97.0	100.0	107	101126
say	100.0	103.0	107	101126
whatever	103.0	107.0	107	101126
it	107.0	112.0	107	101126
takes	112.0	116.0	107	101126
to	116.0	118.0	107	101126
make	118.0	119.0	107	101126
it	119.0	122.0	107	101126
end	122.0	128.0	107	101126
cuz	128.0	134.0	107	101126
getting	134.0	142.0	107	101126
so	142.0	146.0	107	101126
but	146.0	149.0	107	101126
might	149.0	151.0	107	101126
be	151.0	152.0	107	101126
hard	152.0	158.0	107	101126
but	158.0	164.0	107	101126
nothing	164.0	170.0	107	101126
is	170.0	173.0	107	101126
harder	173.0	175.0	107	101126
than	175.0	179.0	107	101126
an	179.0	182.0	107	101126
8	182.0	185.0	107	101126
minute	185.0	190.0	107	101126
phone	190.0	193.0	107	101126
call	193.0	196.0	107	101126
with	196.0	199.0	107	101126
another	199.0	202.0	107	101126
human	202.0	205.0	107	101126
being	205.0	214.0	107	101126
nothing	214.0	248.0	107	101126
nothing	248.0	262.0	107	101126
at	262.0	263.0	107	101126
all	263.0	266.0	107	101126
those	266.0	304.0	107	101126
claims	304.0	311.0	107	101126
of	311.0	314.0	107	101126
success	314.0	322.0	107	101126
it	322.0	325.0	107	101126
is	325.0	326.0	107	101126
very	326.0	331.0	107	101126
hard	331.0	337.0	107	101126
to	337.0	338.0	107	101126
know	338.0	341.0	107	101126
exactly	341.0	344.0	107	101126
what	344.0	350.0	107	101126
you're	350.0	353.0	107	101126
getting	353.0	356.0	107	101126
at	356.0	365.0	107	101126
any	365.0	368.0	107	101126
given	368.0	371.0	107	101126
rehab	371.0	379.0	107	101126
12-step	379.0	400.0	107	101126
bicep	400.0	413.0	107	101126
wrote	413.0	416.0	107	101126
which	416.0	419.0	107	101126
undoubtedly	419.0	422.0	107	101126
what's	422.0	431.0	107	101126
the	431.0	433.0	107	101126
song	433.0	437.0	107	101126
with	437.0	442.0	107	101126
the	442.0	443.0	107	101126
most	443.0	445.0	107	101126
experts	445.0	458.0	107	101126
argue	458.0	461.0	107	101126
that	461.0	464.0	107	101126
they	464.0	467.0	107	101126
should	467.0	470.0	107	101126
also	470.0	473.0	107	101126
be	473.0	476.0	107	101126
consistent	476.0	488.0	107	101126
access	488.0	496.0	107	101126
to	496.0	502.0	107	101126
other	502.0	506.0	107	101126
newer	506.0	515.0	107	101126
treatments	515.0	523.0	107	101126
like	523.0	524.0	107	101126
sun	524.0	529.0	107	101126
behavioral	529.0	532.0	107	101126
therapy	532.0	551.0	107	101126
exactly	0.0	5.0	109	104015
arriving	5.0	18.0	109	104015
on	18.0	20.0	109	104015
the	20.0	21.0	109	104015
set	21.0	26.0	109	104015
of	26.0	27.0	109	104015
shark	27.0	33.0	109	104015
tank	33.0	35.0	109	104015
without	35.0	41.0	109	104015
a	41.0	44.0	109	104015
patent	44.0	50.0	109	104015
is	50.0	53.0	109	104015
what	53.0	56.0	109	104015
turning	56.0	60.0	109	104015
up	60.0	62.0	109	104015
to	62.0	68.0	109	104015
America's	68.0	72.0	109	104015
Next	72.0	77.0	109	104015
Top	77.0	78.0	109	104015
Model	78.0	81.0	109	104015
without	81.0	89.0	109	104015
knowing	89.0	93.0	109	104015
how	93.0	95.0	109	104015
to	95.0	96.0	109	104015
Smileys	96.0	105.0	109	104015
old	105.0	110.0	109	104015
booty	110.0	114.0	109	104015
tooch	114.0	131.0	109	104015
that's	0.0	3.0	110	102784
right	3.0	7.0	110	102784
around	7.0	10.0	110	102784
there's	10.0	19.0	110	102784
no	19.0	21.0	110	102784
more	21.0	25.0	110	102784
being	25.0	28.0	110	102784
babies	28.0	34.0	110	102784
anymore	34.0	39.0	110	102784
we're	39.0	48.0	110	102784
done	48.0	52.0	110	102784
wearing	52.0	55.0	110	102784
pull	55.0	60.0	110	102784
ups	60.0	61.0	110	102784
and	61.0	64.0	110	102784
going	64.0	69.0	110	102784
tinkling	69.0	75.0	110	102784
or	75.0	78.0	110	102784
Oshkosh	78.0	82.0	110	102784
we	82.0	90.0	110	102784
can	90.0	91.0	110	102784
put	91.0	93.0	110	102784
all	93.0	96.0	110	102784
around	96.0	99.0	110	102784
the	99.0	100.0	110	102784
store	100.0	103.0	110	102784
and	103.0	106.0	110	102784
I'll	106.0	108.0	110	102784
thank	108.0	117.0	110	102784
you	117.0	118.0	110	102784
very	118.0	121.0	110	102784
much	121.0	124.0	110	102784
because	124.0	130.0	110	102784
we	130.0	132.0	110	102784
are	132.0	135.0	110	102784
big	135.0	138.0	110	102784
boys	138.0	141.0	110	102784
big	141.0	226.0	110	102784
boys	226.0	229.0	110	102784
huge	229.0	361.0	110	102784
lost	361.0	373.0	110	102784
in	373.0	375.0	110	102784
consequences	375.0	384.0	110	102784
which	384.0	387.0	110	102784
makes	387.0	390.0	110	102784
that	390.0	391.0	110	102784
little	391.0	393.0	110	102784
old	393.0	396.0	110	102784
but	396.0	405.0	110	102784
nobody	405.0	409.0	110	102784
is	409.0	411.0	110	102784
really	411.0	414.0	110	102784
pay	414.0	418.0	110	102784
much	418.0	421.0	110	102784
attention	421.0	423.0	110	102784
to	423.0	429.0	110	102784
the	429.0	432.0	110	102784
fact	432.0	436.0	110	102784
that	436.0	438.0	110	102784
the	438.0	439.0	110	102784
12th	439.0	454.0	110	102784
if	454.0	460.0	110	102784
Trump	460.0	465.0	110	102784
doesn't	465.0	469.0	110	102784
feel	469.0	474.0	110	102784
like	474.0	477.0	110	102784
this	477.0	478.0	110	102784
deal	478.0	483.0	110	102784
has	483.0	486.0	110	102784
been	486.0	486.0	110	102784
fixed	486.0	495.0	110	102784
to	495.0	501.0	110	102784
his	501.0	504.0	110	102784
liking	504.0	510.0	110	102784
he	510.0	517.0	110	102784
may	517.0	519.0	110	102784
refuse	519.0	522.0	110	102784
a	522.0	529.0	110	102784
key	529.0	541.0	110	102784
sanction	541.0	549.0	110	102784
which	549.0	555.0	110	102784
could	555.0	556.0	110	102784
threaten	556.0	559.0	110	102784
the	559.0	562.0	110	102784
entire	562.0	567.0	110	102784
think	567.0	573.0	110	102784
so	573.0	574.0	110	102784
tonight	574.0	577.0	110	102784
let's	577.0	585.0	110	102784
look	585.0	591.0	110	102784
at	591.0	594.0	110	102784
the	594.0	597.0	110	102784
wrong	597.0	601.0	110	102784
deal	601.0	606.0	110	102784
what	606.0	609.0	110	102784
it	609.0	612.0	110	102784
is	612.0	615.0	110	102784
like	615.0	624.0	110	102784
Trump	624.0	628.0	110	102784
hate	628.0	631.0	110	102784
you	631.0	631.0	110	102784
so	631.0	634.0	110	102784
much	634.0	636.0	110	102784
I	636.0	645.0	110	102784
was	645.0	648.0	110	102784
likely	648.0	655.0	110	102784
to	655.0	657.0	110	102784
happen	657.0	661.0	110	102784
if	661.0	663.0	110	102784
he	663.0	664.0	110	102784
kills	664.0	670.0	110	102784
in	670.0	672.0	110	102784
history	672.0	709.0	110	102784
between	709.0	714.0	110	102784
the	714.0	717.0	110	102784
u.s.	717.0	721.0	110	102784
and	721.0	723.0	110	102784
Iran	723.0	726.0	110	102784
which	726.0	732.0	110	102784
has	732.0	735.0	110	102784
been	735.0	738.0	110	102784
fruit	738.0	750.0	110	102784
to	750.0	756.0	110	102784
put	756.0	757.0	110	102784
it	757.0	760.0	110	102784
mildly	760.0	765.0	110	102784
ludicrously	765.0	795.0	110	102784
brief	795.0	799.0	110	102784
recap	799.0	886.0	110	102784
poison	886.0	892.0	110	102784
him	892.0	894.0	110	102784
with	894.0	897.0	110	102784
the	897.0	901.0	110	102784
Shah	901.0	906.0	110	102784
who	906.0	910.0	110	102784
is	910.0	912.0	110	102784
friendly	912.0	916.0	110	102784
to	916.0	918.0	110	102784
the	918.0	919.0	110	102784
US	919.0	924.0	110	102784
and	924.0	925.0	110	102784
to	925.0	928.0	110	102784
whom	928.0	931.0	110	102784
funny	931.0	934.0	110	102784
story	934.0	939.0	110	102784
