chunk	speaker	trigger	Word	start_time_mod	end_time_mod	video_link	handedness_left	handedness_right	handedness_both	shape_straight	shape_arced	direction_upward	direction_downward	directon_leftward	direction_rightward	axis_vertical	axis_horizontal
105	fallon	from-to	just	00:02:25	00:02:40	https://www.youtube.com/watch?v=JY-Nhs__4xk	0	0	0	0	0	0	0	0	0	0	0
105	fallon	from-to	walked	00:02:25	00:02:40	https://www.youtube.com/watch?v=JY-Nhs__4xk	0	0	0	0	0	0	0	0	0	0	0
105	fallon	from-to	past	00:02:25	00:02:40	https://www.youtube.com/watch?v=JY-Nhs__4xk	0	0	0	0	0	0	0	0	0	0	0
105	fallon	from-to	the	00:02:25	00:02:40	https://www.youtube.com/watch?v=JY-Nhs__4xk	0	0	0	0	0	0	0	0	0	0	0
105	fallon	from-to	wall	00:02:25	00:02:40	https://www.youtube.com/watch?v=JY-Nhs__4xk	0	0	0	0	0	0	0	0	0	0	0
105	fallon	from-to	that	00:02:25	00:02:40	https://www.youtube.com/watch?v=JY-Nhs__4xk	0	0	0	0	0	0	0	0	0	0	0
105	fallon	from-to	still	00:02:25	00:02:40	https://www.youtube.com/watch?v=JY-Nhs__4xk	0	0	0	0	0	0	0	0	0	0	0
105	fallon	from-to	won't	00:02:25	00:02:40	https://www.youtube.com/watch?v=JY-Nhs__4xk	0	0	0	0	0	0	0	0	0	0	0
105	fallon	from-to	be	00:02:25	00:02:40	https://www.youtube.com/watch?v=JY-Nhs__4xk	0	0	0	0	0	0	0	0	0	0	0
105	fallon	from-to	built	00:02:25	00:02:40	https://www.youtube.com/watch?v=JY-Nhs__4xk	0	0	0	0	0	0	0	0	0	0	0
105	fallon	from-to	it's	00:02:25	00:02:40	https://www.youtube.com/watch?v=JY-Nhs__4xk	0	0	0	0	0	0	0	0	0	0	0
105	fallon	from-to	up	00:02:25	00:02:40	https://www.youtube.com/watch?v=JY-Nhs__4xk	0	0	0	0	0	0	0	0	0	0	0
105	fallon	from-to	to	00:02:25	00:02:40	https://www.youtube.com/watch?v=JY-Nhs__4xk	0	0	0	0	0	0	0	0	0	0	0
105	fallon	from-to	you	00:02:25	00:02:40	https://www.youtube.com/watch?v=JY-Nhs__4xk	0	0	0	0	0	0	0	0	0	0	0
105	fallon	from-to	you	00:02:25	00:02:40	https://www.youtube.com/watch?v=JY-Nhs__4xk	0	0	0	0	0	0	0	0	0	0	0
105	fallon	from-to	can	00:02:25	00:02:40	https://www.youtube.com/watch?v=JY-Nhs__4xk	0	0	0	0	0	0	0	0	0	0	0
105	fallon	from-to	choose	00:02:25	00:02:40	https://www.youtube.com/watch?v=JY-Nhs__4xk	0	0	0	0	0	0	0	0	0	0	0
736	fallon	from-to	banned	00:03:39	00:03:47	https://www.youtube.com/watch?v=8VhzO9io6JQ	0	0	0	0	0	0	0	0	0	0	0
736	fallon	from-to	their	00:03:39	00:03:47	https://www.youtube.com/watch?v=8VhzO9io6JQ	0	0	0	0	0	0	0	0	0	0	0
736	fallon	from-to	neighbors	00:03:39	00:03:47	https://www.youtube.com/watch?v=8VhzO9io6JQ	0	0	0	0	0	0	0	0	0	0	0
736	fallon	from-to	from	00:03:39	00:03:47	https://www.youtube.com/watch?v=8VhzO9io6JQ	0	0	0	0	0	0	0	0	0	0	0
736	fallon	from-to	talking	00:03:39	00:03:47	https://www.youtube.com/watch?v=8VhzO9io6JQ	0	0	0	0	0	0	0	0	0	0	0
736	fallon	from-to	to	00:03:39	00:03:47	https://www.youtube.com/watch?v=8VhzO9io6JQ	0	0	0	0	0	0	0	0	0	0	0
736	fallon	from-to	them	00:03:39	00:03:47	https://www.youtube.com/watch?v=8VhzO9io6JQ	0	0	0	0	0	0	0	0	0	0	0
736	fallon	from-to	aren't	00:03:39	00:03:47	https://www.youtube.com/watch?v=8VhzO9io6JQ	0	0	0	0	0	0	0	0	0	0	0
736	fallon	from-to	even	00:03:39	00:03:47	https://www.youtube.com/watch?v=8VhzO9io6JQ	0	0	0	0	0	0	0	0	0	0	0
736	fallon	from-to	allowed	00:03:39	00:03:47	https://www.youtube.com/watch?v=8VhzO9io6JQ	0	0	0	0	0	0	0	0	0	0	0
736	fallon	from-to	to	00:03:39	00:03:47	https://www.youtube.com/watch?v=8VhzO9io6JQ	0	0	0	0	0	0	0	0	0	0	0
736	fallon	from-to	say	00:03:39	00:03:47	https://www.youtube.com/watch?v=8VhzO9io6JQ	0	0	0	0	0	0	0	0	0	0	0
736	fallon	from-to	good	00:03:39	00:03:47	https://www.youtube.com/watch?v=8VhzO9io6JQ	0	0	0	0	0	0	0	0	0	0	0
736	fallon	from-to	morning	00:03:39	00:03:47	https://www.youtube.com/watch?v=8VhzO9io6JQ	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	I	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	read	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	that	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	the	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	Trump	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	Winery	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	in	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	Virginia	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	is	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	requesting	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	permission	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	from	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	the	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	labor	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	department	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	to	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	hire	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	workers	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	from	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	overseas	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	they	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	just	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	released	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	a	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	new	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	commercial	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	and	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	I	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	think	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	Trump	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	really	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	knows	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	we've	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	talked	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1027	fallon	from-to	to	00:02:47	00:03:07	https://www.youtube.com/watch?v=XLyvPilIn3c	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	but	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	the	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	tree	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	is	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	beautiful	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	so	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	pretty	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	you	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	barely	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	noticed	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	the	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	80	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	ft	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	orange	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	extension	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	cord	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	running	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	from	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	the	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	start	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	to	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	the	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	bottom	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	of	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	the	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	barrel	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	actually	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	read	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	that	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	the	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	star	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	weighs	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	900	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	lb	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	and	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	features	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	3	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	million	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	crystals	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	900	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	pounds	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	of	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	3	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	million	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	Chris's	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	are	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	his	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	guys	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	from	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	New	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	Jersey	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	call	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	that	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	a	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	pinky	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	ring	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	hey	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	Wilson	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	what's	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	the	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	weather	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	right	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	now	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	turn	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	the	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	tree	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	on	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	no	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	one	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	else	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	or	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	no	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	so	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	I	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	thought	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	tonight	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	was	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	also	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	the	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	Christmas	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	tree	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	lighting	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	ceremony	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	at	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	the	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	White	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	House	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	President	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	Trump	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	said	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	it's	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	the	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	only	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	time	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	you	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	can	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	press	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	a	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	giant	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	button	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	without	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	everyone	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	in	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	America	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
1252	fallon	from-to	being	00:00:25	00:01:20	https://www.youtube.com/watch?v=vBGRfiZEwcY	0	0	0	0	0	0	0	0	0	0	0
